"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/ElectroMob/Materials/Robot/K5_Cable_3_BaseColor_Mat.K5_Cable_3_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K5_bleu_fil_BaseColor_Mat.K5_bleu_fil_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K5_blanc_fil_BaseColor_Mat.K5_blanc_fil_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K4_Orange_K_BaseColor_Mat.K4_Orange_K_BaseColor_Mat","49","28","28","1","0.000000","0","28"
"/Game/ElectroMob/Materials/Robot/K4_Material_001_BaseColor_Mat.K4_Material_001_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K3_Orange_K_BaseColor_Mat.K3_Orange_K_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K3_Material_005_BaseColor_Mat.K3_Material_005_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K3_Material_004_BaseColor_Mat.K3_Material_004_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K3_Material_003_BaseColor_Mat.K3_Material_003_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K3_Material_002_BaseColor_Mat.K3_Material_002_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K3_Material_001_BaseColor_Mat.K3_Material_001_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K2_Orange_K_BaseColor_Mat.K2_Orange_K_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K2_Material_001_BaseColor_Mat.K2_Material_001_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K2_Cable_3_BaseColor_Mat.K2_Cable_3_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K1_Orange_K_BaseColor_Mat.K1_Orange_K_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Robot/K1_Material_001_BaseColor_Mat.K1_Material_001_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Chaine1/Chaine_ST_01_Bouchon_BaseColor_Mat.Chaine_ST_01_Bouchon_BaseColor_Mat","49","16","16","1","0.000000","0","16"
"/Game/ElectroMob/Materials/Chaine1/Chaine_ST_01_Base_moteur_BaseColor_Mat.Chaine_ST_01_Base_moteur_BaseColor_Mat","49","28","28","1","0.000000","0","28"
"/Game/ElectroMob/Materials/Chaine1/Chaine_ST_01_axe_BaseColor_Mat.Chaine_ST_01_axe_BaseColor_Mat","49","28","28","1","0.000000","0","28"
"/Game/ElectroMob/Materials/Bouchon/Bouchon.Bouchon","49","28","28","1","0.000000","0","28"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","7","7","1","5.233971","0","7"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","7","7","1","3.766510","0","7"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","29","29","1","20.892965","0","29"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","5","5","1","7.336341","0","5"
"/Engine/Tutorial/SubEditors/TutorialAssets/M_smoke_subUV_blackbody.M_smoke_subUV_blackbody","49","12","12","1","9.848322","0","12"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","49","16","16","1","47.974899","0","16"
"/Engine/VREditor/BasicMeshes/M_Floor_01.M_Floor_01","49","28","28","1","87.609703","0","28"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","16","16","1","17.996033","0","16"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","49","60","64","1","117.985085","0","64"
"/Game/ElectroMob/Materials/Soudure/Verre.Verre","49","34","34","1","50.004055","0","34"
"/Engine/Functions/Engine_MaterialFunctions02/ExampleContent/3dParticleOpacity_Mat.3dParticleOpacity_Mat","49","27","30","1","19.950741","0","30"
"/Interchange/gltf/M_Unlit.M_Unlit","49","116","126","6","106.669830","0","126"
"/Game/VRTemplate/Materials/M_TeleportNoise.M_TeleportNoise","49","17","17","1","17.075968","0","17"
"/Game/VRTemplate/Materials/M_TeleportCylinder.M_TeleportCylinder","49","23","23","1","21.351767","0","23"
"/Game/Characters/MannequinsXR/Materials/M_Mannequin.M_Mannequin","49","60","64","2","185.673645","0","64"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","49","84","84","3","303.525635","0","84"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","49","56","56","2","197.356552","0","56"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","103","103","1","263.978394","0","103"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","66","70","1","147.720917","0","70"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","98","102","1","246.615067","0","102"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","266","276","6","725.452759","0","276"
"/Interchange/gltf/M_Transmission.M_Transmission","49","84","84","2","324.406494","0","84"
"/Interchange/gltf/M_Sheen.M_Sheen","49","266","276","6","815.571533","0","276"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","266","276","6","815.719604","0","276"
"/Interchange/gltf/M_Default.M_Default","49","266","276","6","671.739868","0","276"
